ranking,nome_jogo,plataforma,ano,genero,editora,NA_vendas,EU_vendas,JP_vendas,outras_vendas,global_vendas,preco,receita_NA,receita_EU,receita_JP,receita_outras,receita_global,anos_desde_lancamento
14279,.hack: Sekai no Mukou ni + Versus,PS3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,22.34,0.0,0.0,0.67,0.0,0.67,12
14280,Sea Park Tycoon,DS,2010.0,Simulation,Foreign Media Games,0.02,0.01,0.0,0.0,0.03,19.08,0.38,0.19,0.0,0.0,0.57,14
14281,Disney Sports Soccer,GC,2002.0,Sports,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.03,19.64,0.59,0.2,0.0,0.0,0.59,22
14282,Cooking Mama 5: Bon Appetit!,3DS,2013.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,49.74,0.0,0.0,1.49,0.0,1.49,11
14283,Mame Goma: Honobo no Nikki,DS,2007.0,Simulation,TDK Core,0.0,0.0,0.03,0.0,0.03,11.62,0.0,0.0,0.35,0.0,0.35,17
14284,Guitar Hero: World Tour,PC,2009.0,Misc,Aspyr,0.0,0.03,0.0,0.01,0.03,18.54,0.0,0.56,0.0,0.19,0.56,15
14285,Nancy Drew: Alibi In Ashes,PC,2011.0,Adventure,Her Interactive,0.03,0.0,0.0,0.0,0.03,59.42,1.78,0.0,0.0,0.0,1.78,13
14286,The Walking Dead: Season One,PC,2012.0,Adventure,Avanquest Software,0.0,0.03,0.0,0.01,0.03,65.86,0.0,1.98,0.0,0.66,1.98,12
14287,Ultimate Block Party,PSP,2004.0,Puzzle,505 Games,0.03,0.0,0.0,0.0,0.03,36.77,1.1,0.0,0.0,0.0,1.1,20
14288,Disney's Hide & Sneak,GC,2003.0,Action,Capcom,0.03,0.01,0.0,0.0,0.03,59.77,1.79,0.6,0.0,0.0,1.79,21
14289,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PSV,2013.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,33.44,0.0,0.0,1.0,0.0,1.0,11
14290,Nobunaga no Yabou: Kakushin with Power-Up Kit,PS2,2008.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,50.47,0.0,0.0,1.51,0.0,1.51,16
14291,Raw Danger!,PS2,2006.0,Action,505 Games,0.02,0.01,0.0,0.0,0.03,66.46,1.33,0.66,0.0,0.0,1.99,18
14292,Arthur and the Invisibles,DS,2007.0,Adventure,Atari,0.03,0.0,0.0,0.0,0.03,68.36,2.05,0.0,0.0,0.0,2.05,17
14293,Flipper Critters,DS,2007.0,Simulation,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,35.18,1.06,0.0,0.0,0.0,1.06,17
14294,Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,31.91,0.0,0.0,0.96,0.0,0.96,9
14295,Monster Rancher Hop-A-Bout,PS,2000.0,Action,Tecmo Koei,0.02,0.01,0.0,0.0,0.03,35.48,0.71,0.35,0.0,0.0,1.06,24
14296,Foto Showdown,DS,2010.0,Role-Playing,Unknown,0.03,0.0,0.0,0.0,0.03,26.09,0.78,0.0,0.0,0.0,0.78,14
14297,Custom Beat Battle: Draglade 2,DS,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,44.54,0.0,0.0,1.34,0.0,1.34,16
14298,Gotouchi Kenkei DS,DS,2006.0,Misc,Spike,0.0,0.0,0.03,0.0,0.03,14.87,0.0,0.0,0.45,0.0,0.45,18
14299,Bikkuriman Daijiten,DS,,Misc,,0.0,0.0,0.03,0.0,0.03,48.34,0.0,0.0,1.45,0.0,1.45,0
14300,Accel World: Ginyoku no Kakusei,PS3,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,27.14,0.0,0.0,0.81,0.0,0.81,12
14301,Elf Bowling 1 & 2,GBA,2005.0,Sports,Ignition Entertainment,0.02,0.01,0.0,0.0,0.03,59.34,1.19,0.59,0.0,0.0,1.78,19
14302,Men of War,PC,2009.0,Strategy,505 Games,0.01,0.02,0.0,0.01,0.03,63.59,0.64,1.27,0.0,0.64,1.91,15
14303,Toy Shop,DS,2008.0,Simulation,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,60.47,1.81,0.0,0.0,0.0,1.81,16
14304,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.02,0.01,0.01,0.0,0.03,58.32,1.17,0.58,0.58,0.0,1.75,8
14305,GunGriffon: Allied Strike,XB,2004.0,Simulation,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,60.93,1.22,0.61,0.0,0.0,1.83,20
14306,Stacked with Daniel Negreanu,PSP,2006.0,Misc,Myelin Media,0.03,0.0,0.0,0.0,0.03,35.0,1.05,0.0,0.0,0.0,1.05,18
14307,Vitamin X Evolution,DS,2008.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,57.64,0.0,0.0,1.73,0.0,1.73,16
14308,Saru! Get You! SaruSaru Daisakusen,PSP,2007.0,Platform,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,31.8,0.0,0.0,0.95,0.0,0.95,17
14309,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.03,0.0,0.0,0.0,0.03,24.87,0.75,0.0,0.0,0.0,0.75,8
14310,The Flintstones: Big Trouble in Bedrock,GBA,2001.0,Platform,Swing! Entertainment,0.02,0.01,0.0,0.0,0.03,32.55,0.65,0.33,0.0,0.0,0.98,23
14311,Hallowed Legends: Samhain,PC,2011.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.01,0.03,40.18,0.0,0.8,0.0,0.4,1.21,13
14312,Captain Morgane and the Golden Turtle,DS,2012.0,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03,10.51,0.0,0.32,0.0,0.0,0.32,12
14313,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,DS,2010.0,Misc,Kamui,0.0,0.0,0.03,0.0,0.03,32.85,0.0,0.0,0.99,0.0,0.99,14
14314,Silverlicious,DS,2012.0,Action,,0.03,0.0,0.0,0.0,0.03,56.84,1.71,0.0,0.0,0.0,1.71,12
14315,Majesty 2: The Fantasy Kingdom Sim,X360,,Simulation,Unknown,0.03,0.0,0.0,0.0,0.03,30.09,0.9,0.0,0.0,0.0,0.9,0
14316,Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,55.65,0.0,0.0,1.67,0.0,1.67,8
14317,BeatMania IIDX 14 Gold,PS2,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,36.42,0.0,0.0,1.09,0.0,1.09,16
14318,PopCap Arcade Vol 2,X360,2009.0,Misc,PopCap Games,0.03,0.0,0.0,0.0,0.03,24.52,0.74,0.0,0.0,0.0,0.74,15
14319,Toriko: Ultimate Survival,3DS,2013.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,57.05,0.0,0.0,1.71,0.0,1.71,11
14320,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,SAT,1996.0,Misc,ASK,0.0,0.0,0.03,0.0,0.03,62.15,0.0,0.0,1.86,0.0,1.86,28
14321,Vegas Casino,DS,2007.0,Misc,Neko Entertainment,0.03,0.0,0.0,0.0,0.03,21.92,0.66,0.0,0.0,0.0,0.66,17
14322,Monster High: New Ghoul in School,Wii,2015.0,Action,Little Orbit,0.0,0.03,0.0,0.0,0.03,18.07,0.0,0.54,0.0,0.0,0.54,9
14323,Madou Monogatari,SAT,1998.0,Role-Playing,Compile,0.0,0.0,0.03,0.0,0.03,47.27,0.0,0.0,1.42,0.0,1.42,26
14324,Biker Mice From Mars,DS,2007.0,Racing,Game Factory,0.03,0.0,0.0,0.0,0.03,29.34,0.88,0.0,0.0,0.0,0.88,17
14325,Smart Girl's Winter Wonderland,DS,2008.0,Misc,UFO Interactive,0.03,0.0,0.0,0.0,0.03,52.74,1.58,0.0,0.0,0.0,1.58,16
14326,Tork: Prehistoric Punk,XB,2005.0,Platform,Microsoft Game Studios,0.02,0.01,0.0,0.0,0.03,58.34,1.17,0.58,0.0,0.0,1.75,19
14327,Togainu no Chi: True Blood,PS2,2008.0,Adventure,Kadokawa Shoten,0.0,0.0,0.03,0.0,0.03,59.58,0.0,0.0,1.79,0.0,1.79,16
14328,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,22.15,0.0,0.0,0.66,0.0,0.66,12
14329,Chicken Shoot 2,GBA,2005.0,Adventure,Zoo Digital Publishing,0.02,0.01,0.0,0.0,0.03,37.4,0.75,0.37,0.0,0.0,1.12,19
14330,Neverwinter Nights,PC,2002.0,Role-Playing,Atari,0.0,0.03,0.0,0.01,0.03,65.19,0.0,1.96,0.0,0.65,1.96,22
14331,East India Company Collection,PC,2010.0,Misc,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,48.52,0.0,1.46,0.0,0.0,1.46,14
14332,Battle vs. Chess,X360,2011.0,Misc,TopWare Interactive,0.0,0.03,0.0,0.0,0.03,69.87,0.0,2.1,0.0,0.0,2.1,13
14333,The Inner World,PC,2013.0,Adventure,Headup Games,0.0,0.03,0.0,0.0,0.03,34.78,0.0,1.04,0.0,0.0,1.04,11
14334,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,46.18,0.0,0.0,1.39,0.0,1.39,16
14335,Underground Pool,DS,2007.0,Sports,UFO Interactive,0.03,0.0,0.0,0.0,0.03,34.71,1.04,0.0,0.0,0.0,1.04,17
14336,Accel World: Ginyoku no Kakusei,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,51.04,0.0,0.0,1.53,0.0,1.53,12
14337,Classic Dungeon: Fuyoku no Masoujin,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,56.84,0.0,0.0,1.71,0.0,1.71,14
14338,Alter Ego,PC,1985.0,Simulation,Activision,0.0,0.03,0.0,0.01,0.03,51.83,0.0,1.55,0.0,0.52,1.55,39
14339,Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0.0,0.0,0.03,0.0,0.03,46.79,0.0,0.0,1.4,0.0,1.4,9
14340,Rampo,SAT,1995.0,Adventure,Sega,0.0,0.0,0.03,0.0,0.03,13.5,0.0,0.0,0.4,0.0,0.4,29
14341,River City Super Sports Challenge,DS,2010.0,Sports,Arc System Works,0.01,0.0,0.02,0.0,0.03,35.44,0.35,0.0,0.71,0.0,1.06,14
14342,My Pet Shop (JP sales),DS,2008.0,Simulation,Square Enix,0.0,0.0,0.03,0.0,0.03,62.92,0.0,0.0,1.89,0.0,1.89,16
14343,Exstetra,PSV,2013.0,Role-Playing,FuRyu,0.0,0.0,0.03,0.0,0.03,38.91,0.0,0.0,1.17,0.0,1.17,11
14344,Konami Classics Series: Arcade Hits,DS,2007.0,Misc,Konami Digital Entertainment,0.01,0.0,0.02,0.0,0.03,32.76,0.33,0.0,0.66,0.0,0.98,17
14345,Dodge Racing: Charger vs Challenger,DS,2009.0,Racing,Zushi Games,0.03,0.0,0.0,0.0,0.03,58.36,1.75,0.0,0.0,0.0,1.75,15
14346,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,50.6,0.0,0.0,1.52,0.0,1.52,14
14347,Atelier Sophie: The Alchemist of the Mysterious Book,PS3,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,21.47,0.0,0.0,0.64,0.0,0.64,9
14348,SingStar Chartbreaker,PS3,2009.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,54.61,0.0,1.09,0.0,0.55,1.64,15
14349,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,36.0,0.0,0.0,1.08,0.0,1.08,17
14350,Pro Yakyuu Spirits 5 Kanzenban,PS3,2008.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,56.86,0.0,0.0,1.71,0.0,1.71,16
14351,Sorcery Saga: The Curse of the Great Curry God,PSV,2013.0,Role-Playing,Rising Star Games,0.0,0.0,0.03,0.0,0.03,47.45,0.0,0.0,1.42,0.0,1.42,11
14352,SingStar Fussballhits,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.02,0.0,0.01,0.03,29.61,0.0,0.59,0.0,0.3,0.89,14
14353,A Good Librarian Like a Good Shepherd: Library Party,PSV,2015.0,Action,Kaga Create,0.0,0.0,0.03,0.0,0.03,23.36,0.0,0.0,0.7,0.0,0.7,9
14354,Dance Factory,PS2,2006.0,Action,Codemasters,0.02,0.01,0.0,0.0,0.03,63.45,1.27,0.63,0.0,0.0,1.9,18
14355,LEGO Legends of Chima: Laval's Journey,DS,2013.0,Adventure,Unknown,0.0,0.03,0.0,0.0,0.03,63.14,0.0,1.89,0.0,0.0,1.89,11
14356,Montessori Music,DS,2008.0,Misc,Oxygen Interactive,0.01,0.02,0.0,0.0,0.03,57.08,0.57,1.14,0.0,0.0,1.71,16
14357,Totally Spies!,GBA,2005.0,Platform,Atari,0.02,0.01,0.0,0.0,0.03,18.59,0.37,0.19,0.0,0.0,0.56,19
14358,DragonHeart: Fire & Steel,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,47.14,0.94,0.47,0.0,0.0,1.41,28
14359,Nishijin Pachinko Monogatari 2,SNES,1996.0,Misc,KSS,0.0,0.0,0.03,0.0,0.03,10.24,0.0,0.0,0.31,0.0,0.31,28
14360,Chaos;Head - Love Chu*Chu!,X360,2010.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,38.96,0.0,0.0,1.17,0.0,1.17,14
14361,Gal Gun: Double Peace,PSV,2015.0,Action,PQube,0.0,0.02,0.01,0.0,0.03,31.45,0.0,0.63,0.31,0.0,0.94,9
14362,PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,45.83,0.0,0.0,1.37,0.0,1.37,9
14363,RoadKill,GC,2003.0,Action,Midway Games,0.02,0.01,0.0,0.0,0.03,67.51,1.35,0.68,0.0,0.0,2.03,21
14364,The Legend of Heroes III: Song of the Ocean,PSP,2006.0,Role-Playing,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,29.34,0.88,0.0,0.0,0.0,0.88,18
14365,Dungeon Maker: Hunting Ground,PSP,2006.0,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03,57.16,1.71,0.0,0.0,0.0,1.71,18
14366,Mushihimesama Futari Ver 1.5,X360,2009.0,Shooter,Cave,0.0,0.0,0.03,0.0,0.03,37.29,0.0,0.0,1.12,0.0,1.12,15
14367,F1 2002,GC,2002.0,Racing,Electronic Arts,0.02,0.01,0.0,0.0,0.03,56.49,1.13,0.56,0.0,0.0,1.69,22
14368,Pocket Fighter,SAT,1998.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,35.79,0.0,0.0,1.07,0.0,1.07,26
14369,Lock On: Modern Air Combat,PC,2003.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,22.68,0.0,0.68,0.0,0.23,0.68,21
14370,Toaru Majutsu no Kagaku no Ensemble,PSP,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,28.15,0.0,0.0,0.84,0.0,0.84,11
14371,Ojyousama Express,SAT,1998.0,Strategy,Media Works,0.0,0.0,0.03,0.0,0.03,18.02,0.0,0.0,0.54,0.0,0.54,26
14372,Guilty Gear XX Accent Core Plus,Wii,2009.0,Fighting,PQube,0.01,0.02,0.0,0.0,0.03,24.95,0.25,0.5,0.0,0.0,0.75,15
14373,Starsky & Hutch,GBA,2003.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.03,41.55,0.83,0.42,0.0,0.0,1.25,21
14374,Super Meat Boy: Ultra Edition!,PC,2011.0,Platform,Unknown,0.0,0.02,0.0,0.01,0.03,37.37,0.0,0.75,0.0,0.37,1.12,13
14375,Sitting Ducks,GBA,2003.0,Platform,LSP Games,0.02,0.01,0.0,0.0,0.03,58.8,1.18,0.59,0.0,0.0,1.76,21
14376,Brothers Conflict: Brilliant Blue,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,58.92,0.0,0.0,1.77,0.0,1.77,11
14377,JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,65.4,0.0,0.0,1.96,0.0,1.96,9
14378,Hajime no Ippo: The Fighting! (2014),PS3,2014.0,Sports,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,29.74,0.0,0.0,0.89,0.0,0.89,10
14379,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007.0,Role-Playing,Nintendo,0.0,0.0,0.03,0.0,0.03,64.98,0.0,0.0,1.95,0.0,1.95,17
14380,Fullmetal Alchemist: Brotherhood,PSP,,Action,Unknown,0.0,0.0,0.03,0.0,0.03,50.44,0.0,0.0,1.51,0.0,1.51,0
14381,To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,62.35,0.0,0.0,1.87,0.0,1.87,16
14382,Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,43.62,0.0,0.0,1.31,0.0,1.31,9
14383,Doodle Hex,DS,2008.0,Puzzle,Pinnacle,0.0,0.03,0.0,0.0,0.03,27.35,0.0,0.82,0.0,0.0,0.82,16
14384,Homeworld 2,PC,2003.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.03,37.34,0.0,1.12,0.0,0.37,1.12,21
14385,Hakuoki Zuisouroku Omokage Hana,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,60.81,0.0,0.0,1.82,0.0,1.82,9
14386,Hearts of Iron IV,PC,2016.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.0,0.03,65.74,0.0,1.97,0.0,0.0,1.97,8
14387,thinkSMART FAMILY!,Wii,2010.0,Misc,Conspiracy Entertainment,0.03,0.0,0.0,0.0,0.03,50.02,1.5,0.0,0.0,0.0,1.5,14
14388,Last Escort: Club Katze,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,66.7,0.0,0.0,2.0,0.0,2.0,14
14389,Stacked with Daniel Negreanu,XB,2006.0,Misc,Myelin Media,0.02,0.01,0.0,0.0,0.03,39.08,0.78,0.39,0.0,0.0,1.17,18
14390,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010.0,Adventure,Yeti,0.0,0.0,0.03,0.0,0.03,54.9,0.0,0.0,1.65,0.0,1.65,14
14391,Rayman 3: Hoodlum Havoc,PC,2003.0,Platform,Ubisoft,0.0,0.03,0.0,0.01,0.03,34.92,0.0,1.05,0.0,0.35,1.05,21
14392,Otometeki Koi Kakumei * Love Revo,PS2,2006.0,Adventure,Interchannel,0.0,0.0,0.03,0.0,0.03,25.92,0.0,0.0,0.78,0.0,0.78,18
14393,Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,2017.0,Role-Playing,Sega,0.0,0.0,0.03,0.0,0.03,58.31,0.0,0.0,1.75,0.0,1.75,7
14394,Timmy Time,DS,2011.0,Action,Avanquest,0.0,0.03,0.0,0.0,0.03,29.03,0.0,0.87,0.0,0.0,0.87,13
14395,Infinite Stratos 2: Ignition Hearts,PSV,2014.0,Adventure,5pb,0.0,0.0,0.03,0.0,0.03,57.53,0.0,0.0,1.73,0.0,1.73,10
14396,Dr. Muto,GC,2002.0,Platform,Midway Games,0.02,0.01,0.0,0.0,0.03,32.64,0.65,0.33,0.0,0.0,0.98,22
14397,Airship Q,PSV,2015.0,Platform,Cygames,0.0,0.0,0.03,0.0,0.03,13.66,0.0,0.0,0.41,0.0,0.41,9
14398,Ratatouille,PC,2007.0,Action,THQ,0.01,0.01,0.0,0.0,0.03,41.06,0.41,0.41,0.0,0.0,1.23,17
14399,Otomedius Gorgeous,X360,2008.0,Shooter,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,18.66,0.0,0.0,0.56,0.0,0.56,16
14400,Jikandia: The Timeless Land,PSP,2010.0,Role-Playing,Idea Factory,0.03,0.0,0.0,0.0,0.03,58.17,1.75,0.0,0.0,0.0,1.75,14
14401,Egg Mania: Eggstreme Madness,PS2,2002.0,Puzzle,Kemco,0.02,0.01,0.0,0.0,0.03,50.35,1.01,0.5,0.0,0.0,1.51,22
14402,Super Heroine Chronicle,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,37.71,0.0,0.0,1.13,0.0,1.13,10
14403,Boot Camp Academy,Wii,2010.0,Action,Zoo Games,0.03,0.0,0.0,0.0,0.03,48.6,1.46,0.0,0.0,0.0,1.46,14
14404,Kiniro no Corda 3,PS2,2010.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,66.51,0.0,0.0,2.0,0.0,2.0,14
14405,Zero Escape: Virtue's Last Reward,3DS,2012.0,Adventure,Rising Star Games,0.03,0.0,0.0,0.0,0.03,38.06,1.14,0.0,0.0,0.0,1.14,12
14406,Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0.0,0.0,0.03,0.0,0.03,26.58,0.0,0.0,0.8,0.0,0.8,11
14407,Take On Helicopters,PC,2011.0,Simulation,Unknown,0.0,0.02,0.0,0.01,0.03,57.51,0.0,1.15,0.0,0.58,1.73,13
14408,Highschool Terra Story,SAT,1998.0,Adventure,KID,0.0,0.0,0.03,0.0,0.03,67.86,0.0,0.0,2.04,0.0,2.04,26
14409,Emergency! Disaster Rescue Squad,DS,2009.0,Simulation,Destineer,0.03,0.0,0.0,0.0,0.03,22.0,0.66,0.0,0.0,0.0,0.66,15
14410,Shaun White Skateboarding,PC,2010.0,Sports,Ubisoft,0.0,0.03,0.0,0.01,0.03,34.16,0.0,1.02,0.0,0.34,1.02,14
14411,Empire Earth II,PC,2005.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,27.36,0.0,0.82,0.0,0.0,0.82,19
14412,Suggoi! Arcana Heart 2,PS2,2009.0,Fighting,AQ Interactive,0.0,0.0,0.03,0.0,0.03,58.21,0.0,0.0,1.75,0.0,1.75,15
14413,MotoGP 15,XOne,2015.0,Racing,Milestone S.r.l.,0.0,0.03,0.0,0.0,0.03,40.06,0.0,1.2,0.0,0.0,1.2,9
14414,NBA 2K13,PC,2012.0,Sports,Take-Two Interactive,0.0,0.02,0.0,0.0,0.03,11.57,0.0,0.23,0.0,0.0,0.35,12
14415,Mother Goose no Himitsu no Yakata,PSP,2011.0,Adventure,Quinrose,0.0,0.0,0.03,0.0,0.03,49.48,0.0,0.0,1.48,0.0,1.48,13
14416,Harry Potter and the Half-Blood Prince,PC,2009.0,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.03,28.5,0.0,0.86,0.0,0.29,0.86,15
14417,Winning Post 7 2009,PSP,2009.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,62.68,0.0,0.0,1.88,0.0,1.88,15
14418,Knights of Honor,PC,2004.0,Strategy,Sunflowers,0.0,0.02,0.0,0.01,0.03,50.5,0.0,1.01,0.0,0.5,1.52,20
14419,Puzzle & Action: Tant-R,GEN,1994.0,Misc,Sega,0.0,0.0,0.03,0.0,0.03,62.22,0.0,0.0,1.87,0.0,1.87,30
14420,Code Lyoko: Quest for Infinity,PSP,2008.0,Action,Game Factory,0.03,0.0,0.0,0.0,0.03,41.61,1.25,0.0,0.0,0.0,1.25,16
14421,Away: Shuffle Dungeon,DS,2008.0,Role-Playing,Majesco Entertainment,0.02,0.0,0.0,0.0,0.03,26.15,0.52,0.0,0.0,0.0,0.78,16
14422,Digimon World 4,XB,2005.0,Role-Playing,Atari,0.02,0.01,0.0,0.0,0.03,44.95,0.9,0.45,0.0,0.0,1.35,19
14423,Bubble Bobble Evolution,PSP,2006.0,Puzzle,Rising Star Games,0.03,0.0,0.0,0.0,0.03,20.98,0.63,0.0,0.0,0.0,0.63,18
14424,Codename: Panzers Cold War,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.01,0.03,51.85,0.0,1.04,0.0,0.52,1.56,15
14425,Kekkaishi: Kokubourou Shuurai,DS,2008.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,26.81,0.0,0.0,0.8,0.0,0.8,16
14426,Shugo Chara! Amunonijiro Chara Change,DS,2008.0,Action,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,36.69,0.0,0.0,1.1,0.0,1.1,16
14427,Galleon: Islands of Mystery,XB,2004.0,Action,SCi,0.02,0.01,0.0,0.0,0.03,61.51,1.23,0.62,0.0,0.0,1.85,20
14428,Renai 0 Kilometer,PSP,2013.0,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03,69.98,0.0,0.0,2.1,0.0,2.1,11
14429,World Sports Competition,PS3,2009.0,Sports,Hudson Soft,0.02,0.0,0.0,0.01,0.03,55.8,1.12,0.0,0.0,0.56,1.67,15
14430,Summon Night 6: Lost Borders,PS4,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,53.24,0.0,0.0,1.6,0.0,1.6,8
14431,Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008.0,Adventure,Arc System Works,0.0,0.0,0.03,0.0,0.03,27.82,0.0,0.0,0.83,0.0,0.83,16
14432,Far East of Eden Shinden,NG,1995.0,Fighting,Hudson Soft,0.0,0.0,0.03,0.0,0.03,10.83,0.0,0.0,0.32,0.0,0.32,29
14433,Sunny Garcia Surfing,PS2,2001.0,Sports,Ubisoft,0.02,0.01,0.0,0.0,0.03,69.7,1.39,0.7,0.0,0.0,2.09,23
14434,MotorHead,PS,1998.0,Racing,Gremlin Interactive Ltd,0.02,0.01,0.0,0.0,0.03,57.63,1.15,0.58,0.0,0.0,1.73,26
14435,Alia's Carnival! Sacrament,PSV,2015.0,Adventure,dramatic create,0.0,0.0,0.03,0.0,0.03,44.05,0.0,0.0,1.32,0.0,1.32,9
14436,Nacho Libre,DS,2006.0,Action,Majesco Entertainment,0.03,0.0,0.0,0.0,0.03,36.32,1.09,0.0,0.0,0.0,1.09,18
14437,StormLover,PSP,2010.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,17.36,0.0,0.0,0.52,0.0,0.52,14
14438,Gensou Suikoden I & II,PSP,2006.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,15.35,0.0,0.0,0.46,0.0,0.46,18
14439,Gloria Union,PSP,2011.0,Role-Playing,Atlus,0.0,0.0,0.03,0.0,0.03,43.04,0.0,0.0,1.29,0.0,1.29,13
14440,Ebikore Photo Kano Kiss,PSV,2015.0,Action,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,46.73,0.0,0.0,1.4,0.0,1.4,9
14441,Bad Apple Wars,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,45.51,0.0,0.0,1.37,0.0,1.37,9
14442,Transformers: Devastation,PC,2015.0,Action,Activision,0.0,0.03,0.0,0.0,0.03,47.21,0.0,1.42,0.0,0.0,1.42,9
